cheapestFlight
"{date:11/30/2015 17:56:42,duration:134,distance:967,airline:19977,class:economy,price:758.25}"
"{date:11/4/2015 05:06:26,duration:67,distance:373,airline:20304,class:economy,price:296.25}"
"{date:11/2/2015 09:52:31,duration:64,distance:451,airline:20304,class:economy,price:354.0}"
"{date:11/1/2015 06:01:04,duration:64,distance:416,airline:20304,class:economy,price:327.75}"
"{date:11/29/2015 21:48:28,duration:80,distance:622,airline:19977,class:economy,price:486.0}"
"{date:11/5/2015 03:37:34,duration:27,distance:113,airline:20304,class:economy,price:91.5}"
"{date:11/29/2015 22:01:53,duration:88,distance:413,airline:19977,class:economy,price:331.5}"
"{date:11/3/2015 11:45:25,duration:37,distance:209,airline:20304,class:economy,price:165.75}"
"{date:11/29/2015 23:47:08,duration:90,distance:733,airline:19977,class:economy,price:572.25}"
"{date:11/29/2015 04:45:09,duration:285,distance:2398,airline:19977,class:economy,price:1869.75}"
"{date:11/8/2015 21:09:38,duration:26,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/24/2015 09:05:04,duration:145,distance:1107,airline:20304,class:economy,price:866.25}"
"{date:11/30/2015 09:57:08,duration:105,distance:854,airline:19977,class:economy,price:666.75}"
"{date:11/29/2015 01:19:11,duration:92,distance:606,airline:19977,class:economy,price:477.0}"
"{date:11/4/2015 19:03:40,duration:90,distance:590,airline:20304,class:economy,price:465.0}"
"{date:11/11/2015 21:27:19,duration:79,distance:574,airline:20304,class:economy,price:450.0}"
"{date:11/3/2015 23:26:29,duration:86,distance:677,airline:20304,class:economy,price:528.75}"
"{date:11/29/2015 03:35:47,duration:143,distance:1024,airline:19977,class:economy,price:803.25}"
"{date:11/30/2015 06:14:37,duration:187,distance:1620,airline:19977,class:economy,price:1261.5}"
"{date:11/29/2015 12:35:43,duration:150,distance:977,airline:19977,class:economy,price:770.25}"
"{date:11/29/2015 01:20:17,duration:289,distance:2704,airline:19977,class:economy,price:2100.0}"
"{date:11/9/2015 09:02:10,duration:34,distance:113,airline:20304,class:economy,price:93.0}"
"{date:11/1/2015 11:50:27,duration:41,distance:209,airline:20304,class:economy,price:166.5}"
"{date:11/4/2015 15:13:55,duration:42,distance:209,airline:20304,class:economy,price:167.25}"
"{date:11/30/2015 01:44:33,duration:142,distance:1120,airline:19977,class:economy,price:875.25}"
"{date:11/9/2015 09:02:49,duration:25,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/29/2015 23:11:39,duration:267,distance:2454,airline:19977,class:economy,price:1907.25}"
"{date:11/1/2015 17:59:52,duration:32,distance:113,airline:20304,class:economy,price:92.25}"
"{date:11/29/2015 18:12:05,duration:187,distance:1723,airline:19977,class:economy,price:1338.75}"
"{date:11/15/2015 01:28:08,duration:26,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/30/2015 16:58:39,duration:25,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/3/2015 21:46:43,duration:86,distance:677,airline:20304,class:economy,price:528.75}"
"{date:11/29/2015 22:39:02,duration:101,distance:602,airline:19977,class:economy,price:476.25}"
"{date:11/17/2015 16:11:47,duration:23,distance:137,airline:20304,class:economy,price:108.0}"
"{date:11/29/2015 23:58:24,duration:151,distance:1235,airline:19977,class:economy,price:963.75}"
"{date:11/29/2015 20:38:43,duration:32,distance:144,airline:20304,class:economy,price:115.5}"
"{date:11/29/2015 19:53:26,duration:222,distance:1739,airline:19977,class:economy,price:1359.75}"
"{date:11/29/2015 08:03:36,duration:236,distance:1781,airline:19977,class:economy,price:1394.25}"
"{date:11/14/2015 08:35:13,duration:26,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/25/2015 18:00:58,duration:50,distance:264,airline:20304,class:economy,price:210.0}"
"{date:11/29/2015 08:17:44,duration:103,distance:867,airline:19977,class:economy,price:675.75}"
"{date:11/29/2015 04:31:44,duration:188,distance:1199,airline:19977,class:economy,price:945.75}"
"{date:11/29/2015 20:51:27,duration:76,distance:550,airline:19977,class:economy,price:431.25}"
"{date:11/29/2015 16:42:16,duration:145,distance:1197,airline:19977,class:economy,price:933.75}"
"{date:11/29/2015 15:31:18,duration:51,distance:316,airline:19977,class:economy,price:249.75}"
"{date:11/30/2015 06:45:55,duration:215,distance:1464,airline:19977,class:economy,price:1151.25}"
"{date:11/30/2015 05:05:26,duration:77,distance:550,airline:19977,class:economy,price:431.25}"
"{date:11/30/2015 19:04:40,duration:62,distance:421,airline:19977,class:economy,price:330.75}"
"{date:11/1/2015 11:36:48,duration:102,distance:677,airline:20304,class:economy,price:533.25}"
"{date:11/29/2015 12:58:23,duration:211,distance:1846,airline:19977,class:economy,price:1437.0}"
"{date:11/30/2015 23:33:29,duration:233,distance:1744,airline:19977,class:economy,price:1365.75}"
"{date:11/29/2015 06:29:14,duration:270,distance:2327,airline:19977,class:economy,price:1812.75}"
"{date:11/12/2015 11:00:36,duration:31,distance:113,airline:20304,class:economy,price:92.25}"
"{date:11/14/2015 01:34:59,duration:32,distance:113,airline:20304,class:economy,price:92.25}"
"{date:11/2/2015 07:54:11,duration:36,distance:201,airline:20304,class:economy,price:159.75}"
"{date:11/29/2015 14:47:31,duration:130,distance:967,airline:19977,class:economy,price:757.5}"
"{date:11/23/2015 06:42:48,duration:48,distance:302,airline:20304,class:economy,price:238.5}"
"{date:11/9/2015 00:46:52,duration:84,distance:562,airline:20304,class:economy,price:442.5}"
"{date:11/7/2015 04:10:59,duration:97,distance:566,airline:20304,class:economy,price:448.5}"
"{date:11/29/2015 10:50:22,duration:269,distance:2446,airline:19977,class:economy,price:1901.25}"
"{date:11/2/2015 04:43:56,duration:90,distance:677,airline:20304,class:economy,price:530.25}"
"{date:11/30/2015 15:22:49,duration:227,distance:1781,airline:19977,class:economy,price:1392.0}"
"{date:11/1/2015 07:53:13,duration:88,distance:590,airline:20304,class:economy,price:464.25}"
"{date:11/29/2015 16:25:59,duration:336,distance:2253,airline:19977,class:economy,price:1773.75}"
"{date:11/8/2015 01:12:54,duration:28,distance:113,airline:20304,class:economy,price:91.5}"
"{date:11/3/2015 23:48:21,duration:33,distance:113,airline:20304,class:economy,price:93.0}"
"{date:11/3/2015 02:43:07,duration:36,distance:144,airline:20304,class:economy,price:117.0}"
"{date:11/30/2015 03:53:15,duration:243,distance:1846,airline:19977,class:economy,price:1445.25}"
"{date:11/1/2015 09:50:42,duration:61,distance:449,airline:20304,class:economy,price:351.75}"
"{date:11/29/2015 04:10:56,duration:284,distance:2398,airline:19977,class:economy,price:1869.0}"
"{date:11/6/2015 18:16:09,duration:88,distance:557,airline:20304,class:economy,price:439.5}"
"{date:11/25/2015 10:34:52,duration:69,distance:409,airline:20304,class:economy,price:324.0}"
"{date:11/30/2015 01:59:00,duration:267,distance:2367,airline:19977,class:economy,price:1842.0}"
"{date:11/30/2015 09:04:07,duration:68,distance:528,airline:19977,class:economy,price:412.5}"
"{date:11/8/2015 08:54:46,duration:69,distance:409,airline:20304,class:economy,price:324.0}"
"{date:11/29/2015 10:58:16,duration:204,distance:1400,airline:19977,class:economy,price:1101.0}"
"{date:11/30/2015 17:26:06,duration:340,distance:2565,airline:19977,class:economy,price:2008.5}"
"{date:11/30/2015 08:42:05,duration:335,distance:2565,airline:19977,class:economy,price:2007.0}"
"{date:11/29/2015 10:00:38,duration:150,distance:977,airline:19977,class:economy,price:770.25}"
"{date:11/29/2015 22:02:50,duration:73,distance:602,airline:19977,class:economy,price:469.5}"
"{date:11/30/2015 23:40:09,duration:35,distance:191,airline:19977,class:economy,price:151.5}"
"{date:11/29/2015 03:36:54,duration:56,distance:413,airline:19977,class:economy,price:323.25}"
"{date:11/29/2015 18:20:30,duration:152,distance:1197,airline:19977,class:economy,price:935.25}"
"{date:11/8/2015 22:46:03,duration:36,distance:196,airline:20304,class:economy,price:156.0}"
"{date:11/3/2015 14:27:55,duration:27,distance:137,airline:20304,class:economy,price:109.5}"
"{date:11/29/2015 10:24:04,duration:324,distance:2253,airline:19977,class:economy,price:1770.75}"
"{date:11/5/2015 19:14:17,duration:37,distance:201,airline:20304,class:economy,price:159.75}"
"{date:11/29/2015 20:53:15,duration:53,distance:296,airline:19977,class:economy,price:234.75}"
"{date:11/29/2015 22:10:45,duration:98,distance:588,airline:19977,class:economy,price:465.0}"
"{date:11/30/2015 16:00:26,duration:156,distance:1400,airline:19977,class:economy,price:1089.0}"
"{date:11/20/2015 16:07:37,duration:79,distance:574,airline:20304,class:economy,price:450.0}"
"{date:11/30/2015 21:50:26,duration:144,distance:1005,airline:19977,class:economy,price:789.75}"
"{date:11/29/2015 05:32:29,duration:230,distance:2253,airline:19977,class:economy,price:1746.75}"
"{date:11/2/2015 00:00:13,duration:74,distance:451,airline:20304,class:economy,price:356.25}"
"{date:11/22/2015 21:37:37,duration:59,distance:449,airline:20304,class:economy,price:351.0}"
"{date:11/29/2015 08:05:26,duration:42,distance:201,airline:20304,class:economy,price:161.25}"
"{date:11/30/2015 06:45:42,duration:102,distance:717,airline:19977,class:economy,price:563.25}"
"{date:11/22/2015 21:16:27,duration:82,distance:456,airline:20304,class:economy,price:362.25}"
"{date:11/30/2015 03:01:13,duration:86,distance:719,airline:19977,class:economy,price:560.25}"
"{date:11/17/2015 14:15:48,duration:82,distance:449,airline:20304,class:economy,price:357.0}"
"{date:11/29/2015 05:35:18,duration:104,distance:758,airline:19977,class:economy,price:594.0}"
"{date:11/25/2015 07:08:05,duration:24,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/1/2015 05:51:42,duration:63,distance:451,airline:20304,class:economy,price:354.0}"
"{date:11/29/2015 04:18:02,duration:71,distance:495,airline:19977,class:economy,price:388.5}"
"{date:11/29/2015 17:42:12,duration:542,distance:4962,airline:19977,class:economy,price:3856.5}"
"{date:11/25/2015 15:32:48,duration:60,distance:413,airline:20304,class:economy,price:324.75}"
"{date:11/30/2015 00:06:06,duration:75,distance:588,airline:19977,class:economy,price:459.75}"
"{date:11/29/2015 00:15:42,duration:608,distance:4962,airline:19977,class:economy,price:3873.0}"
"{date:11/1/2015 12:26:52,duration:65,distance:373,airline:20304,class:economy,price:295.5}"
"{date:11/29/2015 10:08:31,duration:261,distance:2419,airline:19977,class:economy,price:1879.5}"
"{date:11/29/2015 06:57:05,duration:109,distance:872,airline:19977,class:economy,price:681.0}"
"{date:11/29/2015 11:35:55,duration:276,distance:2565,airline:19977,class:economy,price:1992.75}"
"{date:11/30/2015 11:14:05,duration:177,distance:1605,airline:19977,class:economy,price:1248.0}"
"{date:11/29/2015 06:23:39,duration:111,distance:888,airline:19977,class:economy,price:693.75}"
"{date:11/24/2015 01:31:18,duration:20,distance:62,airline:20304,class:economy,price:51.0}"
"{date:11/29/2015 09:08:49,duration:93,distance:599,airline:19977,class:economy,price:472.5}"
"{date:11/23/2015 06:38:48,duration:28,distance:140,airline:20304,class:economy,price:111.75}"
"{date:11/30/2015 18:26:15,duration:30,distance:113,airline:20304,class:economy,price:92.25}"
"{date:11/4/2015 05:08:02,duration:41,distance:209,airline:20304,class:economy,price:166.5}"
"{date:11/29/2015 16:22:03,duration:131,distance:1012,airline:19977,class:economy,price:791.25}"
"{date:11/1/2015 02:27:11,duration:38,distance:209,airline:20304,class:economy,price:165.75}"
"{date:11/30/2015 00:17:02,duration:113,distance:909,airline:19977,class:economy,price:709.5}"
"{date:11/1/2015 18:36:25,duration:24,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/10/2015 08:07:53,duration:24,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/29/2015 12:39:46,duration:74,distance:413,airline:19977,class:economy,price:327.75}"
"{date:11/29/2015 10:14:43,duration:142,distance:925,airline:19977,class:economy,price:729.0}"
"{date:11/2/2015 16:13:56,duration:25,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/22/2015 19:49:12,duration:66,distance:416,airline:20304,class:economy,price:328.5}"
"{date:11/6/2015 07:15:14,duration:31,distance:113,airline:20304,class:economy,price:92.25}"
"{date:11/29/2015 11:30:28,duration:113,distance:925,airline:19977,class:economy,price:721.5}"
"{date:11/29/2015 20:39:14,duration:125,distance:733,airline:19977,class:economy,price:580.5}"
"{date:11/10/2015 06:26:20,duration:34,distance:137,airline:20304,class:economy,price:111.0}"
"{date:11/29/2015 20:26:30,duration:89,distance:562,airline:20304,class:economy,price:443.25}"
"{date:11/29/2015 22:05:43,duration:233,distance:1635,airline:19977,class:economy,price:1284.0}"
"{date:11/29/2015 21:58:04,duration:60,distance:429,airline:20304,class:economy,price:336.75}"
"{date:11/7/2015 13:53:55,duration:29,distance:113,airline:20304,class:economy,price:91.5}"
"{date:11/10/2015 20:27:15,duration:27,distance:113,airline:20304,class:economy,price:91.5}"
"{date:11/3/2015 01:28:01,duration:39,distance:209,airline:20304,class:economy,price:166.5}"
"{date:11/24/2015 22:27:05,duration:36,distance:196,airline:20304,class:economy,price:156.0}"
"{date:11/4/2015 13:00:48,duration:24,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/17/2015 13:00:32,duration:56,distance:264,airline:20304,class:economy,price:211.5}"
"{date:11/30/2015 07:25:20,duration:114,distance:888,airline:19977,class:economy,price:694.5}"
"{date:11/29/2015 07:53:43,duration:104,distance:888,airline:19977,class:economy,price:691.5}"
"{date:11/29/2015 23:43:41,duration:73,distance:455,airline:19977,class:economy,price:359.25}"
"{date:11/30/2015 15:28:33,duration:39,distance:224,airline:19977,class:economy,price:177.75}"
"{date:11/30/2015 23:37:27,duration:212,distance:1464,airline:19977,class:economy,price:1150.5}"
"{date:11/30/2015 11:09:25,duration:142,distance:925,airline:19977,class:economy,price:729.0}"
"{date:11/2/2015 16:40:54,duration:100,distance:677,airline:20304,class:economy,price:532.5}"
"{date:11/29/2015 11:17:15,duration:120,distance:948,airline:19977,class:economy,price:741.0}"
"{date:11/30/2015 01:12:16,duration:90,distance:783,airline:19977,class:economy,price:609.75}"
"{date:11/29/2015 23:36:51,duration:68,distance:409,airline:20304,class:economy,price:323.25}"
"{date:11/2/2015 15:15:29,duration:83,distance:677,airline:20304,class:economy,price:528.0}"
"{date:11/28/2015 16:02:02,duration:29,distance:113,airline:20304,class:economy,price:91.5}"
"{date:11/29/2015 19:27:56,duration:279,distance:2556,airline:19977,class:economy,price:1986.75}"
"{date:11/19/2015 11:49:13,duration:36,distance:201,airline:20304,class:economy,price:159.75}"
"{date:11/30/2015 01:18:48,duration:109,distance:854,airline:19977,class:economy,price:667.5}"
"{date:11/29/2015 09:12:51,duration:220,distance:1452,airline:19977,class:economy,price:1143.75}"
"{date:11/29/2015 02:38:02,duration:87,distance:528,airline:19977,class:economy,price:417.75}"
"{date:11/14/2015 06:13:09,duration:83,distance:566,airline:20304,class:economy,price:444.75}"
"{date:11/4/2015 18:18:30,duration:69,distance:449,airline:20304,class:economy,price:354.0}"
"{date:11/2/2015 19:44:50,duration:92,distance:590,airline:20304,class:economy,price:465.0}"
"{date:11/6/2015 06:34:42,duration:74,distance:409,airline:20304,class:economy,price:324.75}"
"{date:11/28/2015 16:17:41,duration:34,distance:192,airline:20304,class:economy,price:152.25}"
"{date:11/30/2015 05:26:41,duration:30,distance:108,airline:19977,class:economy,price:88.5}"
"{date:11/22/2015 16:08:17,duration:26,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/29/2015 07:46:56,duration:75,distance:409,airline:20304,class:economy,price:325.5}"
"{date:11/30/2015 17:45:26,duration:130,distance:1012,airline:19977,class:economy,price:791.25}"
"{date:11/21/2015 02:15:05,duration:84,distance:557,airline:20304,class:economy,price:438.75}"
"{date:11/29/2015 19:20:38,duration:101,distance:888,airline:19977,class:economy,price:690.75}"
"{date:11/7/2015 09:37:36,duration:31,distance:113,airline:20304,class:economy,price:92.25}"
"{date:11/28/2015 07:11:41,duration:126,distance:956,airline:20304,class:economy,price:748.5}"
"{date:11/4/2015 12:18:38,duration:100,distance:677,airline:20304,class:economy,price:532.5}"
"{date:11/30/2015 15:25:58,duration:101,distance:642,airline:19977,class:economy,price:506.25}"
"{date:11/30/2015 18:23:45,duration:127,distance:937,airline:19977,class:economy,price:734.25}"
"{date:11/29/2015 16:19:49,duration:108,distance:680,airline:19977,class:economy,price:537.0}"
"{date:11/24/2015 13:51:49,duration:24,distance:137,airline:20304,class:economy,price:108.75}"
"{date:11/16/2015 08:02:50,duration:41,distance:201,airline:20304,class:economy,price:160.5}"
"{date:11/30/2015 08:14:49,duration:258,distance:2454,airline:19977,class:economy,price:1905.0}"
"{date:11/30/2015 04:24:12,duration:218,distance:1721,airline:19977,class:economy,price:1344.75}"
"{date:11/30/2015 05:40:55,duration:143,distance:1065,airline:19977,class:economy,price:834.0}"
"{date:11/29/2015 12:34:15,duration:330,distance:2253,airline:19977,class:economy,price:1772.25}"
"{date:11/23/2015 20:00:16,duration:64,distance:449,airline:20304,class:economy,price:352.5}"
"{date:11/1/2015 05:43:58,duration:89,distance:677,airline:20304,class:economy,price:529.5}"
"{date:11/29/2015 08:49:41,duration:214,distance:1514,airline:19977,class:economy,price:1188.75}"
"{date:11/30/2015 16:04:12,duration:56,distance:413,airline:19977,class:economy,price:323.25}"
"{date:11/5/2015 02:29:00,duration:33,distance:144,airline:20304,class:economy,price:116.25}"
"{date:11/30/2015 04:08:17,duration:23,distance:108,airline:19977,class:economy,price:86.25}"
"{date:11/15/2015 17:06:11,duration:34,distance:196,airline:20304,class:economy,price:155.25}"
"{date:11/29/2015 12:16:45,duration:63,distance:372,airline:19977,class:economy,price:294.75}"
"{date:11/1/2015 23:19:09,duration:74,distance:409,airline:20304,class:economy,price:324.75}"
"{date:11/2/2015 11:49:17,duration:61,distance:373,airline:20304,class:economy,price:294.75}"
"{date:11/29/2015 00:28:08,duration:52,distance:334,airline:19977,class:economy,price:263.25}"
"{date:11/30/2015 21:43:26,duration:57,distance:334,airline:19977,class:economy,price:264.75}"
"{date:11/15/2015 18:49:09,duration:79,distance:456,airline:20304,class:economy,price:361.5}"
"{date:11/12/2015 18:31:53,duration:77,distance:449,airline:20304,class:economy,price:355.5}"
"{date:11/29/2015 07:39:45,duration:40,distance:236,airline:19977,class:economy,price:186.75}"
"{date:11/6/2015 01:54:22,duration:27,distance:113,airline:20304,class:economy,price:91.5}"
"{date:11/23/2015 09:37:48,duration:70,distance:574,airline:20304,class:economy,price:447.75}"
"{date:11/29/2015 13:09:02,duration:278,distance:2565,airline:19977,class:economy,price:1992.75}"
"{date:11/30/2015 08:37:58,duration:118,distance:811,airline:19977,class:economy,price:637.5}"
"{date:11/29/2015 07:20:48,duration:162,distance:1440,airline:19977,class:economy,price:1120.5}"
"{date:11/12/2015 16:57:59,duration:38,distance:201,airline:20304,class:economy,price:159.75}"
"{date:11/29/2015 22:48:41,duration:130,distance:948,airline:19977,class:economy,price:743.25}"
"{date:11/29/2015 05:22:44,duration:72,distance:447,airline:19977,class:economy,price:353.25}"
"{date:11/29/2015 18:14:09,duration:223,distance:1721,airline:19977,class:economy,price:1346.25}"
"{date:11/29/2015 10:23:34,duration:116,distance:966,airline:19977,class:economy,price:753.0}"
"{date:11/29/2015 02:42:54,duration:55,distance:337,airline:19977,class:economy,price:266.25}"
"{date:11/20/2015 10:42:41,duration:28,distance:113,airline:20304,class:economy,price:91.5}"
"{date:11/29/2015 14:54:56,duration:331,distance:2454,airline:19977,class:economy,price:1923.0}"
"{date:11/29/2015 21:34:17,duration:106,distance:758,airline:19977,class:economy,price:594.75}"
"{date:11/29/2015 20:21:10,duration:338,distance:2419,airline:19977,class:economy,price:1898.25}"
"{date:11/3/2015 13:44:40,duration:62,distance:373,airline:20304,class:economy,price:294.75}"
"{date:11/30/2015 16:22:50,duration:146,distance:1195,airline:19977,class:economy,price:932.25}"
"{date:11/29/2015 17:07:59,duration:278,distance:2565,airline:19977,class:economy,price:1992.75}"
"{date:11/8/2015 06:18:52,duration:59,distance:416,airline:20304,class:economy,price:326.25}"
"{date:11/30/2015 16:50:57,duration:204,distance:1499,airline:19977,class:economy,price:1175.25}"
"{date:11/27/2015 13:43:05,duration:31,distance:113,airline:20304,class:economy,price:92.25}"
"{date:11/28/2015 20:26:56,duration:215,distance:1464,airline:20304,class:economy,price:1151.25}"
"{date:11/29/2015 10:34:03,duration:244,distance:1726,airline:19977,class:economy,price:1355.25}"
"{date:11/29/2015 18:38:07,duration:68,distance:416,airline:19977,class:economy,price:328.5}"
"{date:11/2/2015 09:18:34,duration:39,distance:209,airline:20304,class:economy,price:166.5}"
"{date:11/29/2015 22:34:50,duration:135,distance:888,airline:19977,class:economy,price:699.75}"
"{date:11/29/2015 02:19:41,duration:103,distance:853,airline:19977,class:economy,price:665.25}"
"{date:11/5/2015 08:58:11,duration:87,distance:562,airline:20304,class:economy,price:443.25}"
"{date:11/29/2015 15:57:05,duration:24,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/15/2015 03:34:56,duration:33,distance:113,airline:20304,class:economy,price:93.0}"
"{date:11/29/2015 11:16:47,duration:151,distance:1346,airline:19977,class:economy,price:1047.0}"
"{date:11/29/2015 18:38:04,duration:404,distance:3904,airline:19977,class:economy,price:3028.5}"
"{date:11/30/2015 12:23:33,duration:145,distance:1005,airline:19977,class:economy,price:789.75}"
"{date:11/3/2015 09:44:28,duration:26,distance:113,airline:20304,class:economy,price:90.75}"
"{date:11/30/2015 20:42:31,duration:116,distance:719,airline:19977,class:economy,price:567.75}"
"{date:11/29/2015 12:07:20,duration:91,distance:641,airline:19977,class:economy,price:503.25}"
"{date:11/19/2015 08:22:24,duration:31,distance:113,airline:20304,class:economy,price:92.25}"
"{date:11/29/2015 09:12:57,duration:105,distance:888,airline:19977,class:economy,price:692.25}"
"{date:11/19/2015 14:27:50,duration:31,distance:113,airline:20304,class:economy,price:92.25}"
"{date:11/29/2015 13:44:13,duration:93,distance:733,airline:19977,class:economy,price:573.0}"
"{date:11/23/2015 17:22:45,duration:27,distance:113,airline:20304,class:economy,price:91.5}"
"{date:11/29/2015 18:52:15,duration:101,distance:612,airline:19977,class:economy,price:483.75}"
"{date:11/17/2015 06:55:18,duration:32,distance:113,airline:20304,class:economy,price:92.25}"
"{date:11/29/2015 08:00:51,duration:134,distance:1024,airline:19977,class:economy,price:801.0}"
"{date:11/29/2015 06:15:20,duration:73,distance:438,airline:20304,class:economy,price:346.5}"
"{date:11/1/2015 19:39:36,duration:73,distance:451,airline:20304,class:economy,price:356.25}"
"{date:11/16/2015 11:51:32,duration:79,distance:574,airline:20304,class:economy,price:450.0}"
"{date:11/2/2015 00:11:49,duration:48,distance:209,airline:20304,class:economy,price:168.75}"
"{date:11/29/2015 02:03:55,duration:87,distance:562,airline:20304,class:economy,price:443.25}"
"{date:11/1/2015 17:17:15,duration:88,distance:677,airline:20304,class:economy,price:529.5}"
"{date:11/10/2015 04:27:10,duration:51,distance:264,airline:20304,class:economy,price:210.75}"
"{date:11/29/2015 00:23:47,duration:62,distance:296,airline:19977,class:economy,price:237.0}"
"{date:11/28/2015 00:41:54,duration:23,distance:113,airline:20304,class:economy,price:90.0}"
"{date:11/30/2015 23:41:17,duration:234,distance:1597,airline:19977,class:economy,price:1256.25}"
"{date:11/29/2015 12:11:25,duration:222,distance:2065,airline:19977,class:economy,price:1604.25}"
"{date:11/30/2015 15:06:05,duration:129,distance:1154,airline:19977,class:economy,price:897.75}"
"{date:11/18/2015 19:38:29,duration:87,distance:449,airline:20304,class:economy,price:358.5}"
"{date:11/29/2015 01:36:25,duration:218,distance:1514,airline:19977,class:economy,price:1189.5}"
"{date:11/29/2015 09:25:42,duration:111,distance:837,airline:19977,class:economy,price:655.5}"
"{date:11/29/2015 05:25:55,duration:181,distance:1635,airline:19977,class:economy,price:1271.25}"
"{date:11/29/2015 12:37:11,duration:233,distance:1620,airline:19977,class:economy,price:1272.75}"
"{date:11/3/2015 23:13:12,duration:117,distance:677,airline:20304,class:economy,price:537.0}"
"{date:11/21/2015 11:51:23,duration:69,distance:409,airline:20304,class:economy,price:324.0}"
"{date:11/30/2015 05:31:23,duration:367,distance:2704,airline:19977,class:economy,price:2119.5}"
"{date:11/29/2015 23:25:25,duration:486,distance:3904,airline:19977,class:economy,price:3049.5}"
